Pressure,Altitude,Temperature,Dew_point,Wind_direction,Wind_speed,WMO_ID,n,m
472.2,6270,-15.3,-40.5,213,39.7,11747,497,7
471.4,6283,-15.3,-40.8,213,39.5,11747,498,8
470.6,6296,-15.3,-39.7,213,39.5,11747,499,9
469.8,6308,-15.4,-38.8,213,39.3,11747,500,0
469,6320,-15.4,-38.5,213,39.3,11747,501,1
468.3,6333,-15.5,-38.4,213,39.1,11747,502,2
467.5,6345,-15.6,-38.4,213,39.1,11747,503,3
466.7,6357,-15.7,-38.2,213,39.1,11747,504,4
465.9,6370,-15.8,-38.2,213,38.9,11747,505,5
465.1,6383,-15.9,-38.4,214,38.9,11747,506,6
464.3,6397,-16,-38.7,214,38.9,11747,507,7
463.5,6410,-16.1,-38.8,214,38.7,11747,508,8
462.7,6423,-16.2,-38.6,214,38.7,11747,509,9
461.9,6436,-16.3,-38.6,215,38.5,11747,510,0
461.2,6448,-16.4,-38.7,215,38.5,11747,511,1
460.4,6460,-16.5,-38.7,215,38.5,11747,512,2
459.6,6473,-16.7,-38.7,215,38.3,11747,513,3
458.8,6486,-16.8,-38.8,216,38.3,11747,514,4
458.1,6499,-16.9,-39.3,216,38.3,11747,515,5
457.3,6511,-17,-39.8,216,38.3,11747,516,6
456.6,6523,-17,-39.9,216,38.3,11747,517,7
455.9,6535,-17.1,-39.9,216,38.3,11747,518,8
455.1,6548,-17.3,-39.8,216,38.5,11747,519,9
454.3,6561,-17.4,-39.6,216,38.5,11747,520,0
453.5,6574,-17.4,-39.5,216,38.5,11747,521,1
452.6,6588,-17.5,-39.3,216,38.5,11747,522,2
451.8,6602,-17.7,-39.3,215,38.7,11747,523,3
451,6616,-17.8,-39.6,215,38.7,11747,524,4
450.1,6629,-17.9,-39.6,215,38.7,11747,525,5
449.3,6643,-18,-39.7,215,38.7,11747,526,6
448.5,6656,-18.1,-39.7,214,38.9,11747,527,7
447.7,6669,-18.2,-39.7,214,38.9,11747,528,8
446.9,6682,-18.3,-39.7,214,38.9,11747,529,9
446.2,6695,-18.4,-39.7,214,38.9,11747,530,0
445.5,6706,-18.4,-39.8,213,38.7,11747,531,1
444.9,6717,-18.5,-39.8,213,38.7,11747,532,2
444.2,6728,-18.7,-39.8,213,38.5,11747,533,3
443.6,6739,-18.8,-39.9,213,38.3,11747,534,4
443,6749,-18.9,-39.9,214,38.1,11747,535,5
442.3,6760,-19,-39.9,214,37.9,11747,536,6
441.6,6772,-19.1,-40,214,37.7,11747,537,7
440.8,6786,-19.1,-40.4,214,37.5,11747,538,8
440,6799,-19.2,-40.6,215,37.3,11747,539,9
439.2,6812,-19.3,-40.6,215,37.1,11747,540,0
438.5,6824,-19.3,-40.6,216,36.9,11747,541,1
437.8,6836,-19.4,-40.7,216,36.9,11747,542,2
437.2,6847,-19.5,-40.6,217,36.9,11747,543,3
436.6,6857,-19.5,-40.6,217,37.1,11747,544,4
435.9,6868,-19.7,-40.6,218,37.1,11747,545,5
435.3,6879,-19.8,-40.4,218,37.3,11747,546,6
434.6,6891,-19.8,-40.5,218,37.7,11747,547,7
433.8,6904,-19.9,-40.5,219,37.9,11747,548,8
433.1,6917,-20,-40.6,219,38.3,11747,549,9
432.2,6931,-20.2,-40.6,219,38.7,11747,550,0
431.4,6945,-20.3,-40.7,218,38.9,11747,551,1
430.6,6960,-20.4,-41,218,39.3,11747,552,2
429.8,6974,-20.5,-41.3,218,39.7,11747,553,3
429,6987,-20.6,-41.7,217,40,11747,554,4
428.3,6999,-20.6,-41.8,217,40.2,11747,555,5
427.5,7012,-20.7,-41.8,216,40.6,11747,556,6
426.8,7025,-20.8,-41.8,215,40.8,11747,557,7
426.1,7037,-20.9,-41.6,215,41,11747,558,8
425.4,7049,-20.9,-41.5,214,41.2,11747,559,9
424.7,7061,-21,-41.2,214,41.2,11747,560,0
424.1,7072,-21.1,-41.2,214,41.4,11747,561,1
423.4,7084,-21.2,-41.3,214,41.4,11747,562,2
422.7,7096,-21.2,-41.2,214,41.6,11747,563,3
422,7108,-21.3,-41.2,214,41.6,11747,564,4
421.3,7121,-21.4,-41.4,214,41.6,11747,565,5
420.6,7134,-21.5,-41.8,215,41.6,11747,566,6
419.9,7146,-21.6,-42,215,41.8,11747,567,7
419.2,7157,-21.8,-42,216,41.8,11747,568,8
418.6,7169,-21.8,-42,217,42,11747,569,9
417.9,7180,-21.9,-41.9,217,42,11747,570,0
417.3,7191,-22,-41.9,217,42,11747,571,1
416.7,7202,-22.1,-42,218,42,11747,572,2
416,7214,-22.3,-42.1,218,42.2,11747,573,3
415.2,7227,-22.4,-42.1,218,42.2,11747,574,4
414.4,7241,-22.5,-42.2,218,42.2,11747,575,5
413.6,7256,-22.7,-42.3,218,42.2,11747,576,6
412.7,7271,-22.8,-42.3,218,42,11747,577,7
411.9,7287,-23,-42.4,217,42,11747,578,8
411,7302,-23.1,-42.4,217,42,11747,579,9
410.2,7316,-23.3,-42.4,217,42,11747,580,0
409.4,7330,-23.4,-42.5,216,41.8,11747,581,1
408.7,7344,-23.5,-42.5,216,41.8,11747,582,2
407.9,7358,-23.7,-42.5,216,41.8,11747,583,3
407.1,7372,-23.8,-42.4,216,41.6,11747,584,4
406.3,7386,-23.9,-42.4,216,41.4,11747,585,5
405.5,7400,-24,-42.5,216,41.4,11747,586,6
404.7,7414,-24.1,-42.6,216,41.2,11747,587,7
404,7428,-24.2,-42.7,216,41,11747,588,8
403.2,7442,-24.4,-42.9,216,40.8,11747,589,9
402.5,7455,-24.5,-42.9,216,40.6,11747,590,0
401.8,7467,-24.6,-43,216,40.4,11747,591,1
401.2,7479,-24.8,-43,216,40,11747,592,2
400.5,7491,-24.9,-42.9,216,39.8,11747,593,3
400,7500,-25,-43,216,39.8,11747,594,4
399.8,7503,-25,-43,216,39.7,11747,595,5
399.2,7515,-25.1,-43.3,216,39.5,11747,596,6
398.5,7528,-25.1,-43.3,216,39.3,11747,597,7
397.7,7542,-25.3,-43.2,216,39.1,11747,598,8
397,7555,-25.5,-43.3,216,38.9,11747,599,9
396.2,7569,-25.6,-43.6,215,38.9,11747,600,0
395.5,7583,-25.7,-43.8,215,38.7,11747,601,1
394.7,7596,-25.8,-43.9,215,38.7,11747,602,2
394,7610,-25.9,-43.8,214,38.5,11747,603,3
393.3,7623,-26,-43.6,214,38.5,11747,604,4
392.6,7636,-26.2,-43.6,214,38.5,11747,605,5
391.9,7649,-26.3,-44,214,38.3,11747,606,6
391.3,7660,-26.3,-44.2,214,38.3,11747,607,7
390.7,7671,-26.4,-44.4,214,38.3,11747,608,8
390.1,7683,-26.4,-44.3,215,38.5,11747,609,9
389.4,7694,-26.6,-44.3,215,38.5,11747,610,0
388.7,7707,-26.7,-44.5,215,38.5,11747,611,1
388,7720,-26.8,-44.6,216,38.7,11747,612,2
387.3,7733,-26.9,-44.7,216,38.9,11747,613,3
386.6,7747,-27,-45,217,38.9,11747,614,4
385.8,7762,-27.1,-46,217,39.1,11747,615,5
385,7776,-27.2,-46.7,218,39.1,11747,616,6
384.3,7790,-27.3,-46.4,218,39.3,11747,617,7
383.6,7803,-27.4,-46,219,39.5,11747,618,8
382.9,7817,-27.5,-45.9,219,39.5,11747,619,9
382.1,7830,-27.6,-46.3,219,39.7,11747,620,0
381.4,7844,-27.7,-46.5,219,39.7,11747,621,1
380.7,7857,-27.9,-46.3,220,39.7,11747,622,2
380,7871,-28,-46.1,220,39.7,11747,623,3
379.3,7883,-28.1,-46.1,219,39.7,11747,624,4
378.7,7895,-28.2,-46.1,219,39.7,11747,625,5
378,7908,-28.3,-45.9,219,39.8,11747,626,6
377.4,7920,-28.4,-45.7,219,39.8,11747,627,7
376.7,7934,-28.6,-45.7,219,39.8,11747,628,8
376,7947,-28.7,-45.7,218,39.8,11747,629,9
375.3,7961,-28.8,-45.9,218,40,11747,630,0
374.6,7973,-28.9,-46.2,218,40,11747,631,1
373.9,7986,-29,-46.3,218,40,11747,632,2
373.4,7997,-29.1,-46.1,218,40.2,11747,633,3
372.8,8008,-29.2,-45.8,218,40.2,11747,634,4
372.2,8020,-29.3,-45.6,218,40.4,11747,635,5
371.5,8033,-29.5,-45.5,218,40.4,11747,636,6
370.8,8047,-29.6,-45.7,219,40.4,11747,637,7
370.1,8060,-29.7,-46.1,219,40.6,11747,638,8
369.5,8072,-29.8,-46.4,219,40.6,11747,639,9
368.9,8083,-29.9,-46.6,219,40.6,11747,640,0
368.2,8095,-30,-46.7,220,40.6,11747,641,1
367.6,8108,-30.1,-46.7,220,40.8,11747,642,2
366.9,8121,-30.2,-46.6,220,40.8,11747,643,3
366.2,8135,-30.3,-46.5,220,40.8,11747,644,4
365.4,8150,-30.4,-46.5,220,40.8,11747,645,5
364.7,8164,-30.5,-46.4,220,40.8,11747,646,6
363.9,8179,-30.7,-46.5,221,41,11747,647,7
363.1,8194,-30.8,-46.6,221,41,11747,648,8
362.4,8209,-30.9,-46.7,221,41,11747,649,9
361.6,8224,-31,-46.8,221,41,11747,650,0
360.8,8239,-31.2,-46.8,221,41,11747,651,1
360.1,8254,-31.3,-46.9,222,41,11747,652,2
359.3,8269,-31.4,-46.9,222,41,11747,653,3
358.7,8282,-31.5,-47,222,41,11747,654,4
358.1,8294,-31.6,-47.1,222,40.8,11747,655,5
357.5,8305,-31.7,-47.2,223,40.8,11747,656,6
356.9,8316,-31.8,-47.2,223,40.6,11747,657,7
356.4,8328,-31.9,-47.2,223,40.6,11747,658,8
355.8,8340,-32,-47.3,223,40.4,11747,659,9
355.2,8351,-32.2,-47.3,223,40.4,11747,660,0
354.6,8362,-32.3,-47.5,223,40.4,11747,661,1
354.1,8373,-32.3,-47.8,223,40.6,11747,662,2
353.6,8384,-32.4,-47.8,223,40.6,11747,663,3
353,8395,-32.5,-47.6,223,40.8,11747,664,4
352.4,8407,-32.6,-47.3,223,41.2,11747,665,5
351.7,8420,-32.8,-47.1,223,41.6,11747,666,6
351,8435,-32.9,-47.1,223,41.8,11747,667,7
350.3,8449,-33.1,-47.4,224,42.2,11747,668,8
349.6,8463,-33.2,-47.8,224,42.6,11747,669,9
348.9,8477,-33.3,-48.2,224,43,11747,670,0
348.2,8491,-33.4,-48.1,224,43.2,11747,671,1
347.6,8503,-33.5,-48,224,43.3,11747,672,2
347.1,8514,-33.6,-48,223,43.5,11747,673,3
346.5,8524,-33.7,-47.9,223,43.5,11747,674,4
346,8535,-33.8,-47.9,223,43.3,11747,675,5
345.5,8546,-33.9,-48.1,222,43.3,11747,676,6
344.9,8557,-34,-48.6,222,43,11747,677,7
344.3,8570,-34.1,-48.7,222,42.6,11747,678,8
343.6,8583,-34.2,-48.6,221,42.2,11747,679,9
343,8597,-34.3,-48.7,221,41.8,11747,680,0
342.3,8611,-34.4,-48.8,221,41.4,11747,681,1
341.6,8625,-34.6,-48.8,221,40.8,11747,682,2
341,8637,-34.7,-48.9,221,40.4,11747,683,3
340.4,8650,-34.8,-48.9,221,40,11747,684,4
339.8,8662,-34.9,-49.1,221,39.7,11747,685,5
339.2,8674,-34.9,-49.1,222,39.5,11747,686,6
338.6,8686,-35,-49.1,222,39.3,11747,687,7
338,8699,-35.2,-49.1,222,39.3,11747,688,8
337.3,8712,-35.3,-49.3,223,39.3,11747,689,9
336.7,8726,-35.4,-49.5,223,39.5,11747,690,0
336.1,8738,-35.5,-49.6,223,39.7,11747,691,1
335.5,8749,-35.6,-49.6,223,40,11747,692,2
335,8760,-35.7,-49.5,223,40.4,11747,693,3
334.5,8772,-35.8,-49.6,223,41,11747,694,4
333.9,8784,-35.9,-49.7,223,41.4,11747,695,5
333.3,8797,-36,-49.8,223,41.8,11747,696,6
332.6,8810,-36.2,-49.9,223,42.4,11747,697,7
332,8823,-36.3,-50.1,222,42.8,11747,698,8
331.4,8835,-36.4,-50.3,222,43,11747,699,9
330.8,8847,-36.5,-50.6,222,43.3,11747,700,0
330.3,8859,-36.5,-50.8,222,43.5,11747,701,1
329.8,8870,-36.6,-51,222,43.7,11747,702,2
329.3,8881,-36.7,-51.3,222,43.9,11747,703,3
328.7,8892,-36.8,-51.3,222,43.9,11747,704,4
328.1,8904,-36.9,-51.2,222,43.9,11747,705,5
327.5,8918,-37,-51.2,222,43.9,11747,706,6
326.8,8933,-37.1,-51.1,222,43.9,11747,707,7
326.1,8947,-37.2,-51.1,223,43.7,11747,708,8
325.4,8962,-37.4,-51.2,223,43.7,11747,709,9
324.8,8975,-37.5,-51.3,223,43.7,11747,710,0
324.2,8988,-37.6,-51.8,223,43.5,11747,711,1
323.7,8999,-37.6,-52.3,224,43.5,11747,712,2
323.1,9011,-37.7,-52.2,224,43.5,11747,713,3
322.5,9025,-37.8,-51.9,224,43.7,11747,714,4
321.8,9039,-37.9,-51.7,225,43.7,11747,715,5
321.1,9055,-38.1,-51.9,225,43.9,11747,716,6
320.4,9069,-38.2,-52.2,225,44.1,11747,717,7
319.8,9082,-38.3,-52.4,225,44.1,11747,718,8
319.3,9093,-38.4,-52.5,225,44.3,11747,719,9
318.8,9102,-38.5,-52.7,224,44.5,11747,720,0
318.4,9111,-38.5,-52.8,224,44.7,11747,721,1
318,9121,-38.6,-52.6,224,44.9,11747,722,2
317.5,9131,-38.7,-52.4,224,45.1,11747,723,3
316.9,9143,-38.9,-52.4,223,45.3,11747,724,4
316.4,9156,-39,-52.4,223,45.3,11747,725,5
315.9,9167,-39.1,-52.7,223,45.5,11747,726,6
315.4,9177,-39.1,-53,223,45.7,11747,727,7
314.9,9187,-39.2,-53.1,223,45.9,11747,728,8
314.4,9198,-39.3,-53.1,223,46.1,11747,729,9
313.9,9210,-39.4,-53.2,223,46.3,11747,730,0
313.2,9224,-39.6,-53.5,223,46.5,11747,731,1
312.5,9239,-39.8,-53.8,224,46.5,11747,732,2
311.9,9253,-39.9,-53.9,224,46.7,11747,733,3
311.3,9265,-40,-54,224,46.8,11747,734,4
310.9,9275,-40.1,-54.1,225,47,11747,735,5
310.5,9284,-40.1,-54.1,225,47,11747,736,6
310.1,9293,-40.2,-54.1,225,47,11747,737,7
309.7,9302,-40.3,-54.2,225,47,11747,738,8
309.2,9312,-40.4,-54.2,226,47,11747,739,9
308.7,9323,-40.5,-54.2,226,46.8,11747,740,0
308.1,9336,-40.6,-54.4,226,46.7,11747,741,1
307.5,9351,-40.7,-54.6,226,46.5,11747,742,2
306.8,9366,-40.9,-54.8,226,46.3,11747,743,3
306.1,9381,-41.1,-54.9,226,45.9,11747,744,4
305.5,9394,-41.2,-55,225,45.7,11747,745,5
305,9405,-41.2,-55,225,45.3,11747,746,6
304.5,9416,-41.3,-55,225,44.9,11747,747,7
304,9427,-41.4,-54.9,224,44.7,11747,748,8
303.5,9439,-41.5,-54.8,224,44.5,11747,749,9
302.9,9451,-41.6,-54.8,223,44.3,11747,750,0
302.4,9464,-41.7,-54.8,223,44.1,11747,751,1
301.8,9478,-41.8,-55,223,43.9,11747,752,2
301.1,9492,-41.9,-55.2,222,43.9,11747,753,3
300.5,9507,-42.1,-55.5,222,43.9,11747,754,4
300,9517,-42.1,-55.6,222,43.9,11747,755,5
299.8,9521,-42.2,-55.6,222,43.9,11747,756,6
299.2,9535,-42.3,-55.7,222,44.1,11747,757,7
298.6,9548,-42.5,-55.7,221,44.3,11747,758,8
298.1,9561,-42.6,-55.7,221,44.3,11747,759,9
297.6,9572,-42.6,-55.7,221,44.5,11747,760,0
297.2,9582,-42.7,-55.7,221,44.5,11747,761,1
296.7,9592,-42.8,-55.6,221,44.7,11747,762,2
296.2,9603,-43,-55.8,220,44.7,11747,763,3
295.7,9615,-43,-55.9,220,44.7,11747,764,4
295.1,9629,-43.2,-55.9,220,44.9,11747,765,5
294.5,9642,-43.3,-55.7,220,44.9,11747,766,6
294,9653,-43.4,-55.5,220,44.9,11747,767,7
293.6,9662,-43.5,-55.5,220,44.9,11747,768,8
293.3,9670,-43.5,-55.6,221,44.9,11747,769,9
292.9,9678,-43.6,-55.7,221,44.9,11747,770,0
292.6,9686,-43.6,-55.9,221,45.1,11747,771,1
292.2,9695,-43.7,-55.8,221,45.3,11747,772,2
291.8,9704,-43.8,-55.6,222,45.5,11747,773,3
291.4,9713,-43.9,-55.4,222,45.7,11747,774,4
290.9,9724,-44,-55.4,222,45.9,11747,775,5
290.4,9736,-44.1,-55.3,223,46.1,11747,776,6
289.8,9750,-44.2,-55.1,223,46.3,11747,777,7
289.2,9763,-44.3,-54.9,224,46.7,11747,778,8
288.7,9776,-44.4,-54.8,224,46.7,11747,779,9
288.2,9787,-44.4,-54.8,224,46.8,11747,780,0
287.8,9796,-44.5,-54.7,225,47,11747,781,1
287.4,9805,-44.6,-54.6,225,47,11747,782,2
287,9815,-44.7,-54.5,225,47,11747,783,3
286.6,9824,-44.8,-54.4,226,47,11747,784,4
286.2,9834,-44.9,-54.4,226,47,11747,785,5
285.8,9844,-45,-54.5,226,47,11747,786,6
285.3,9855,-45,-54.8,226,47,11747,787,7
284.9,9865,-45.1,-55.1,227,47,11747,788,8
284.4,9877,-45.2,-55.3,227,47.2,11747,789,9
283.9,9887,-45.3,-55.4,227,47.2,11747,790,0
283.5,9898,-45.4,-55.4,227,47.2,11747,791,1
283.1,9907,-45.4,-55.4,227,47.4,11747,792,2
282.6,9917,-45.5,-55.3,227,47.6,11747,793,3
282.2,9928,-45.6,-55.2,227,47.8,11747,794,4
281.7,9940,-45.7,-55,227,48,11747,795,5
281.1,9953,-45.8,-54.8,227,48.2,11747,796,6
280.6,9966,-45.9,-54.9,227,48.6,11747,797,7
280.1,9977,-46,-55,227,48.8,11747,798,8
279.6,9988,-46.1,-55.2,227,49,11747,799,9
279.2,9999,-46.2,-55.3,227,49.2,11747,800,0
278.7,10012,-46.3,-55.3,227,49.4,11747,801,1
278.1,10026,-46.5,-55.2,226,49.4,11747,802,2
277.5,10040,-46.6,-55.2,226,49.6,11747,803,3
276.9,10055,-46.7,-55.3,226,49.6,11747,804,4
276.3,10068,-46.8,-55.4,226,49.6,11747,805,5
275.8,10081,-47,-55.6,226,49.6,11747,806,6
275.3,10092,-47.1,-55.7,226,49.4,11747,807,7
274.8,10103,-47.1,-55.9,226,49.4,11747,808,8
274.5,10113,-47.2,-56,226,49.4,11747,809,9
274.1,10122,-47.3,-56,226,49.4,11747,810,0
273.7,10131,-47.3,-55.9,226,49.4,11747,811,1
273.3,10141,-47.4,-55.8,226,49.4,11747,812,2
272.8,10152,-47.5,-55.9,227,49.4,11747,813,3
272.4,10162,-47.5,-56.2,227,49.4,11747,814,4
271.9,10173,-47.6,-56.8,227,49.6,11747,815,5
271.5,10185,-47.7,-57.4,228,49.6,11747,816,6
270.9,10198,-47.8,-57.7,228,49.6,11747,817,7
270.4,10211,-47.9,-57.7,228,49.6,11747,818,8
269.9,10223,-48,-57.6,229,49.6,11747,819,9
269.4,10235,-48.1,-57.7,229,49.6,11747,820,0
269,10246,-48.1,-57.8,228,49.6,11747,821,1
268.5,10258,-48.2,-57.8,228,49.6,11747,822,2
267.9,10271,-48.4,-57.8,228,49.4,11747,823,3
267.3,10286,-48.5,-57.8,227,49.4,11747,824,4
266.7,10302,-48.6,-57.9,227,49.2,11747,825,5
266.1,10317,-48.8,-58.2,226,49,11747,826,6
265.5,10330,-48.9,-58.5,226,48.8,11747,827,7
265,10342,-49,-58.8,225,48.6,11747,828,8
264.6,10353,-49,-59,225,48.4,11747,829,9
264.2,10364,-49.1,-59,224,48,11747,830,0
263.7,10375,-49.2,-58.7,224,47.8,11747,831,1
263.3,10386,-49.3,-58.4,223,47.6,11747,832,2
262.8,10398,-49.4,-58.1,223,47.4,11747,833,3
262.4,10409,-49.5,-57.9,223,47,11747,834,4
261.9,10421,-49.5,-57.7,222,47,11747,835,5
261.4,10434,-49.6,-57.6,222,46.8,11747,836,6
260.8,10448,-49.7,-57.6,222,46.7,11747,837,7
260.3,10461,-49.8,-57.8,222,46.7,11747,838,8
259.8,10473,-49.9,-58,222,46.5,11747,839,9
259.3,10485,-50,-58.1,222,46.5,11747,840,0
258.9,10497,-50.1,-58,222,46.3,11747,841,1
258.3,10510,-50.1,-57.8,222,46.3,11747,842,2
257.8,10523,-50.2,-57.4,223,46.1,11747,843,3
257.3,10536,-50.3,-57.1,223,45.9,11747,844,4
256.8,10549,-50.4,-56.9,223,45.7,11747,845,5
256.3,10562,-50.5,-56.9,223,45.5,11747,846,6
255.8,10575,-50.6,-57.1,223,45.3,11747,847,7
255.2,10589,-50.6,-57.5,223,44.9,11747,848,8
254.7,10604,-50.7,-57.8,223,44.7,11747,849,9
254.1,10618,-50.8,-58.1,222,44.5,11747,850,0
253.6,10630,-50.8,-58.2,222,44.3,11747,851,1
253.2,10642,-50.9,-58.2,222,44.1,11747,852,2
252.7,10654,-51,-58.2,221,44.1,11747,853,3
252.1,10668,-51.1,-58.4,221,44.1,11747,854,4
251.5,10684,-51.2,-58.6,221,44.3,11747,855,5
250.9,10700,-51.4,-59.1,220,44.5,11747,856,6
250.3,10716,-51.4,-59.5,220,44.9,11747,857,7
250,10724,-51.5,-59.6,220,45.3,11747,858,8
249.7,10731,-51.5,-59.8,220,45.3,11747,859,9
249.2,10745,-51.6,-59.9,220,45.5,11747,860,0
248.7,10756,-51.6,-59.8,220,45.9,11747,861,1
248.3,10767,-51.7,-59.6,220,46.3,11747,862,2
248,10777,-51.8,-59.3,221,46.7,11747,863,3
247.6,10788,-51.8,-59,221,46.8,11747,864,4
247.1,10799,-51.9,-58.8,221,47,11747,865,5
246.6,10812,-52,-58.8,222,47.2,11747,866,6
246.1,10825,-52.1,-58.8,223,47.4,11747,867,7
245.6,10839,-52.2,-59.1,223,47.6,11747,868,8
245,10854,-52.3,-59.5,224,47.6,11747,869,9
244.5,10868,-52.3,-60.1,224,47.8,11747,870,0
244,10881,-52.3,-60.7,225,47.8,11747,871,1
243.5,10894,-52.4,-61.3,226,47.8,11747,872,2
243,10908,-52.5,-61.6,226,47.8,11747,873,3
242.4,10923,-52.6,-61.6,226,47.8,11747,874,4
241.9,10937,-52.7,-61.5,227,47.8,11747,875,5
241.4,10949,-52.8,-61.5,227,47.6,11747,876,6
241,10960,-52.8,-61.7,228,47.4,11747,877,7
240.6,10971,-52.8,-61.9,228,47.2,11747,878,8
240.3,10981,-52.7,-62.2,228,47,11747,879,9
239.8,10992,-52.7,-62.6,228,46.8,11747,880,0
239.4,11004,-52.6,-63,228,46.5,11747,881,1
238.9,11016,-52.5,-63.3,229,46.3,11747,882,2
238.5,11029,-52.5,-63.5,229,45.9,11747,883,3
238,11041,-52.6,-63.6,229,45.5,11747,884,4
237.6,11053,-52.6,-63.7,229,45.1,11747,885,5
237.1,11065,-52.6,-63.8,229,44.7,11747,886,6
236.7,11076,-52.7,-63.9,229,44.3,11747,887,7
236.3,11087,-52.8,-64.1,229,43.9,11747,888,8
235.9,11098,-52.8,-64.2,230,43.5,11747,889,9
235.5,11110,-52.8,-64.3,230,43,11747,890,0
235.1,11122,-52.9,-64.3,230,42.6,11747,891,1
234.6,11134,-52.9,-64.3,229,42,11747,892,2
234.2,11147,-53,-64.3,229,41.4,11747,893,3
233.7,11159,-53,-64.3,229,40.8,11747,894,4
233.3,11171,-53,-64.3,229,40.4,11747,895,5
232.8,11183,-53.1,-64.4,228,39.8,11747,896,6
232.4,11195,-53.1,-64.4,228,39.5,11747,897,7
232,11207,-53.1,-64.5,227,39.1,11747,898,8
231.6,11219,-53.1,-64.5,227,38.7,11747,899,9
231.1,11230,-53.2,-64.6,226,38.3,11747,900,0
230.7,11241,-53.2,-64.7,225,38.3,11747,901,1
230.3,11253,-53.2,-64.8,224,38.1,11747,902,2
229.9,11265,-53.2,-64.9,223,38.1,11747,903,3
229.4,11278,-53.2,-65,223,38.1,11747,904,4
228.9,11292,-53.2,-65,222,38.3,11747,905,5
228.4,11307,-53.3,-65.1,222,38.5,11747,906,6
227.9,11321,-53.4,-65.1,221,38.7,11747,907,7
227.4,11335,-53.5,-65.1,221,38.9,11747,908,8
226.9,11349,-53.6,-65.2,221,39.1,11747,909,9
226.4,11363,-53.7,-65.2,221,39.3,11747,910,0
226,11376,-53.7,-65.3,221,39.5,11747,911,1
225.5,11389,-53.7,-65.5,221,39.5,11747,912,2
225,11403,-53.7,-65.7,221,39.5,11747,913,3
224.6,11416,-53.7,-65.9,221,39.3,11747,914,4
224.1,11430,-53.7,-66.1,221,39.1,11747,915,5
223.6,11443,-53.8,-66.3,222,38.9,11747,916,6
223.2,11456,-53.8,-66.5,222,38.5,11747,917,7
222.7,11468,-53.8,-66.9,222,38.1,11747,918,8
222.3,11481,-53.8,-67.3,222,37.5,11747,919,9
221.9,11494,-53.7,-67.8,222,36.9,11747,920,0
221.4,11508,-53.6,-68.3,222,36.3,11747,921,1
220.9,11521,-53.2,-68.6,222,35.8,11747,922,2
220.5,11534,-53,-69,222,35.2,11747,923,3
220.1,11545,-53.1,-69.3,222,34.4,11747,924,4
219.7,11557,-53.2,-69.5,222,33.8,11747,925,5
219.3,11570,-53.3,-69.6,222,33,11747,926,6
218.8,11583,-53.2,-69.6,222,32.3,11747,927,7
218.4,11596,-53.1,-69.5,222,31.5,11747,928,8
217.9,11609,-53.1,-69.5,221,30.7,11747,929,9
217.5,11622,-53.1,-69.5,221,29.9,11747,930,0
217,11635,-53.1,-69.6,221,29.4,11747,931,1
216.6,11649,-53.1,-69.7,220,28.6,11747,932,2
216.1,11664,-53.2,-69.8,220,27.8,11747,933,3
215.6,11678,-53.2,-69.9,219,27.2,11747,934,4
215.2,11691,-53.3,-70,218,26.6,11747,935,5
214.8,11703,-53.3,-70.1,217,26.2,11747,936,6
214.4,11713,-53.4,-70,216,25.9,11747,937,7
214.1,11724,-53.4,-70.1,215,25.5,11747,938,8
213.7,11736,-53.5,-70.1,214,25.3,11747,939,9
213.2,11749,-53.6,-70.1,213,25.1,11747,940,0
212.8,11763,-53.7,-70.2,211,25.1,11747,941,1
212.3,11778,-53.8,-70.3,210,25.1,11747,942,2
211.7,11794,-53.8,-70.3,208,25.3,11747,943,3
211.2,11810,-53.9,-70.4,207,25.5,11747,944,4
210.7,11826,-54.1,-70.4,206,25.7,11747,945,5
210.1,11843,-54.2,-70.5,205,26,11747,946,6
209.6,11859,-54.3,-70.5,203,26.4,11747,947,7
209.1,11876,-54.4,-70.6,202,26.8,11747,948,8
208.5,11893,-54.6,-70.7,201,27.2,11747,949,9
207.9,11911,-54.7,-70.8,200,27.8,11747,950,0
207.3,11928,-54.9,-70.9,199,28.4,11747,951,1
206.8,11946,-55,-71.2,198,29,11747,952,2
206.2,11964,-55.2,-71.4,197,29.7,11747,953,3
205.6,11981,-55.3,-71.6,196,30.3,11747,954,4
205.2,11996,-55.3,-71.8,196,31.1,11747,955,5
204.7,12010,-55.4,-72,195,31.9,11747,956,6
204.4,12021,-55.5,-72,194,32.5,11747,957,7
204,12032,-55.6,-72.1,193,33.4,11747,958,8
203.7,12043,-55.7,-72.1,193,34.2,11747,959,9
203.3,12054,-55.8,-72.1,192,35,11747,960,0
202.9,12066,-55.9,-72.1,192,35.8,11747,961,1
202.5,12079,-56,-72.2,191,36.5,11747,962,2
202.1,12092,-56.1,-72.2,191,37.3,11747,963,3
201.7,12105,-56.2,-72.3,191,38.3,11747,964,4
201.3,12117,-56.2,-72.4,191,39.1,11747,965,5
200.9,12129,-56.2,-72.5,190,39.8,11747,966,6
200.6,12140,-56.2,-72.6,190,40.6,11747,967,7
200.2,12151,-56.3,-72.8,190,41.6,11747,968,8
200,12158,-56.3,-72.9,190,41.6,11747,969,9
199.9,12163,-56.3,-72.9,190,42.4,11747,970,0
199.5,12176,-56.4,-73,191,43.3,11747,971,1
199,12189,-56.5,-73.1,191,44.3,11747,972,2
198.6,12203,-56.6,-73.3,191,45.3,11747,973,3
